City	Country	Latitude	Longitude	Year	population
San Luis Potosí	Mexico	22.15	-100.97	1990	660001.137153
Tijuana	Mexico	32.52	-117.03	1990	760001.339348
Toluca de Lerdo	Mexico	19.28	-99.66	1990	840001.941199
Torreón	Mexico	25.55	-103.76	1990	880001.372655
Ulaanbaatar	Mongolia	47.92	106.91	1990	570001.582197
Chittagong	Bangladesh	22.32	91.82	1990	2020001.49631
Dhaka	Bangladesh	23.7	90.4	1990	6620001.14113
Khulna	Bangladesh	22.84	89.55	1990	980001.552155
Rajshahi	Bangladesh	24.35	88.63	1990	520001.037793
Dar-el-Beida	Morocco	33.6	-7.63	1990	2680001.24892
Fès	Morocco	34.04	-4.99	1990	680001.202362
Marrakech	Morocco	31.63	-8.01	1990	580001.626249
Rabat	Morocco	34.01	-6.83	1990	1170001.89066
Maputo	Mozambique	-25.96	32.57	1990	780001.229646
Yerevan	Armenia	40.2	44.53	1990	1180001.42349
Kathmandu	Nepal	27.71	85.31	1990	400001.386946
Amsterdam	Netherlands	52.37	4.89	1990	940001.359326
Rotterdam	Netherlands	51.92	4.48	1990	950001.746368
Auckland	New Zealand	-36.9	174.76	1990	870001.435581
Managua	Nicaragua	12.15	-86.27	1990	740001.900004
Antwerpen	Belgium	51.2	4.42	1990	890001.622646
Bruxelles-Brussel	Belgium	50.83	4.36	1990	1680001.68844
Niamey	Niger	13.51	2.12	1990	430001.243287
Abuja	Nigeria	9.05	7.25	1990	330001.914885
Benin City	Nigeria	6.33	5.62	1990	690001.789075
Ibadan	Nigeria	7.37	3.89	1990	1740001.92506
Ilorin	Nigeria	8.49	4.54	1990	520001.306607
Kaduna	Nigeria	10.51	7.44	1990	960001.568473
Kano	Nigeria	11.99	8.49	1990	2100001.02655
Lagos	Nigeria	6.45	3.3	1990	4760001.45713
Maiduguri	Nigeria	11.85	13.16	1990	600001.087068
Ogbomosho	Nigeria	8.13	4.25	1990	620001.187526
Port Harcourt	Nigeria	4.78	7.0	1990	680001.983152
Zaria	Nigeria	11.06	7.7	1990	590001.037542
Oslo	Norway	59.93	10.71	1990	680001.946477
Faisalabad	Pakistan	31.4	73.08	1990	1520001.6848
Gujranwala	Pakistan	32.15	74.18	1990	850001.043865
Hyderabad	Pakistan	25.38	68.36	1990	950001.073879
Islamabad	Pakistan	33.71	73.06	1990	340001.785441
Karachi	Pakistan	24.89	67.02	1990	7150001.88417
Lahore	Pakistan	31.54	74.34	1990	3970001.17415
Multan	Pakistan	30.2	71.41	1990	950001.063767
Peshawar	Pakistan	34.0	71.54	1990	770001.245277
Quetta	Pakistan	30.2	67.01	1990	410001.746017
Rawalpindi	Pakistan	33.6	73.04	1990	1090001.8168
Ciudad de Panamá (Panama City)	Panama	9.0	-79.51	1990	850001.607726
Asunción	Paraguay	-25.3	-57.62	1990	1090001.02477
Arequipa	Peru	-16.39	-71.52	1990	560001.924609
Lima	Peru	-12.08	-77.04	1990	5840001.69979
Cebu	Philippines	10.42	123.79	1990	610001.371358
Davao	Philippines	7.08	125.61	1990	850001.860682
Manila	Philippines	14.61	120.96	1990	7970001.31609
Zamboanga	Philippines	6.9	122.06	1990	440001.00966
Kraków	Poland	50.06	19.94	1990	740001.626511
Lódz	Poland	51.77	19.47	1990	840001.508639
Warszawa	Poland	52.24	21.01	1990	1630001.25959
Lisboa	Portugal	38.72	-9.12	1990	2540001.72173
Porto	Portugal	41.16	-8.58	1990	1160001.65222
San Juan	Puerto Rico	18.8	-71.22	1990	1540001.89689
Bucuresti	Romania	44.43	26.12	1990	2040001.90663
Chelyabinsk	Russian Federation	55.14	61.39	1990	1130001.15192
Kazan	Russian Federation	55.73	49.14	1990	1090001.0963
Krasnoyarsk	Russian Federation	56.01	92.83	1990	910001.041584
Moskva	Russian Federation	55.74	37.7	1990	8990001.10642
Nizhniy Novgorod	Russian Federation	58.54	31.27	1990	1420001.07054
Novosibirsk	Russian Federation	55.03	82.94	1990	1430001.77378
Omsk	Russian Federation	55.06	73.25	1990	1140001.31931
Perm	Russian Federation	58.0	56.23	1990	1080001.82461
Rostov-na-Donu	Russian Federation	47.23	39.68	1990	1020001.39392
Samara	Russian Federation	53.23	50.16	1990	1240001.31282
Sankt Peterburg	Russian Federation	59.91	30.24	1990	4990001.18123
Saratov	Russian Federation	51.49	45.95	1990	900001.243704
Ufa	Russian Federation	54.82	56.09	1990	1080001.47947
Volgograd	Russian Federation	48.7	44.48	1990	1000001.6587
Voronezh	Russian Federation	51.71	39.26	1990	880001.676913
Yekaterinburg	Russian Federation	56.83	60.58	1990	1350001.41336
Kigali	Rwanda	-1.95	30.05	1990	220001.39082
La Paz	Bolivia	-16.5	-68.15	1990	1060001.14194
Santa Cruz	Bolivia	-17.78	-63.19	1990	620001.778224
Ad-Dammam	Saudi Arabia	26.33	50.08	1990	410001.21109
Al-Madinah	Saudi Arabia	24.42	39.69	1990	530001.613098
Ar-Riyadh	Saudi Arabia	24.65	46.77	1990	2320001.36066
Jiddah	Saudi Arabia	21.54	39.17	1990	1740001.68184
Makkah	Saudi Arabia	21.42	39.81	1990	860001.249876
Dakar	Senegal	14.68	-17.45	1990	1400001.23814
Beograd	Serbia	44.79	20.41	1990	1160001.60931
Freetown	Sierra Leone	8.48	-13.23	1990	530001.478352
Singapore	Singapore	1.26	103.83	1990	3020001.67442
Hà Noi	Viet Nam	21.03	105.82	1990	3130001.67864
Hai Phòng	Viet Nam	20.86	106.67	1990	1470001.92904
Thành Pho Ho Chí Minh	Viet Nam	10.75	106.66	1990	4000001.02315
Muqdisho	Somalia	2.04	45.34	1990	1040001.26059
Cape Town	South Africa	-33.97	18.48	1990	2160001.23819
Durban	South Africa	-29.83	30.94	1990	1720001.18012
Ekurhuleni	South Africa	-26.17	28.22	1990	1530001.81427
Johannesburg	South Africa	-26.17	28.0	1990	1900001.85613
Port Elizabeth	South Africa	-33.88	25.48	1990	830001.283678
Pretoria	South Africa	-25.73	28.21	1990	910001.875846
Vereeniging	South Africa	-26.67	27.93	1990	740001.51309
Harare	Zimbabwe	-17.82	31.02	1990	1050001.70669
Barcelona	Spain	41.38	2.18	1990	4100001.23078
Madrid	Spain	40.44	-3.69	1990	4410001.96547
Valencia	Spain	39.47	-0.36	1990	780001.878456
Al-Khartum	Sudan	15.55	32.52	1990	2360001.06068
Stockholm	Sweden	59.33	17.99	1990	1040001.22345
Zürich	Switzerland	47.4	8.53	1990	1010001.59876
Baixada Santista	Brazil	-23.95	-46.36	1990	1180001.2969
Belém	Brazil	-1.43	-48.49	1990	1130001.56371
Belo Horizonte	Brazil	-19.85	-43.9	1990	3550001.33496
Brasília	Brazil	-15.79	-47.89	1990	1860001.3507
Campinas	Brazil	-22.9	-47.05	1990	1690001.42741
Campo Grande	Brazil	-20.45	-54.61	1990	490001.604981
Cuiabá	Brazil	-15.61	-56.09	1990	510001.502876
Curitiba	Brazil	-25.43	-49.28	1990	1830001.42792
Florianópolis	Brazil	-27.57	-48.61	1990	500001.901348
Fortaleza	Brazil	-3.78	-38.58	1990	2230001.97219
Goiânia	Brazil	-16.72	-49.25	1990	1130001.9497
Grande São Luís	Brazil	-2.51	-44.3	1990	670001.107194
Grande Vitória	Brazil	-20.3	-40.35	1990	1050001.94082
João Pessoa	Brazil	-7.12	-34.86	1990	650001.853164
Maceió	Brazil	-9.67	-35.74	1990	660001.127
Manaus	Brazil	-3.12	-60.01	1990	960001.07848
Natal	Brazil	-5.8	-35.21	1990	690001.664613
Norte/Nordeste Catarinense	Brazil	-26.32	-48.84	1990	600001.155525
Pôrto Alegre	Brazil	-30.04	-51.2	1990	2930001.65096
Recife	Brazil	-8.08	-34.91	1990	2690001.99751
Rio de Janeiro	Brazil	-22.72	-43.45	1990	9600001.72837
Salvador	Brazil	-12.99	-38.48	1990	2330001.65924
São Paulo	Brazil	-23.58	-46.62	1990	14780001.1157
Teresina	Brazil	-5.1	-42.8	1990	610001.41121
Dimashq	Syrian Arab Republic	33.49	36.29	1990	1690001.44308
Halab	Syrian Arab Republic	36.21	37.15	1990	1550001.03333
Hims	Syrian Arab Republic	34.73	36.71	1990	560001.403824
Krung Thep	Thailand	13.75	100.51	1990	5890001.01743
Lomé	Togo	6.1	1.2	1990	620001.293535
Dubayy	United Arab Emirates	25.27	55.32	1990	470001.732184
Adana	Turkey	37.0	35.32	1990	910001.87127
Ankara	Turkey	39.92	32.85	1990	2560001.7399
Antalya	Turkey	36.89	30.7	1990	370001.214241
Bursa	Turkey	40.19	29.07	1990	820001.591088
Gaziantep	Turkey	37.04	37.3	1990	600001.914672
Istanbul	Turkey	41.06	29.0	1990	6550001.67327
Izmir	Turkey	38.43	27.14	1990	1740001.611
Konya	Turkey	37.87	32.48	1990	510001.405946
Kampala	Uganda	0.32	32.57	1990	760001.449698
Dnipropetrovs'k	Ukraine	48.42	35.13	1990	1160001.08466
Donets'k	Ukraine	48.04	37.73	1990	1100001.04246
Kharkiv	Ukraine	49.98	36.2	1990	1590001.46015
Kyiv	Ukraine	50.44	30.5	1990	2570001.53928
Odesa	Ukraine	46.46	30.73	1990	1090001.77015
Zaporizhzhya	Ukraine	47.85	35.15	1990	870001.242836
Al-Iskandariyah	Egypt	31.2	29.9	1990	3060001.86813
Al-Qahirah	Egypt	30.07	31.25	1990	9060001.61449
Birmingham	United Kingdom	52.49	-1.86	1990	2300001.28475
Glasgow	United Kingdom	55.86	-4.26	1990	1220001.23437
Liverpool	United Kingdom	53.42	-2.97	1990	830001.260976
London	United Kingdom	51.48	-0.17	1990	7650001.33672
Manchester	United Kingdom	53.47	-2.26	1990	2280001.03609
Newcastle upon Tyne	United Kingdom	54.96	-1.6	1990	880001.236027
West Yorkshire	United Kingdom	53.79	-1.54	1990	1450001.34132
Dar es Salaam	United Republic of Tanzania	-6.81	39.25	1990	1320001.72098
Atlanta	United States of America	33.79	-84.34	1990	2180001.32401
Austin	United States of America	30.27	-97.73	1990	570001.714688
Baltimore	United States of America	39.32	-76.61	1990	1850001.30563
Boston	United States of America	42.37	-71.1	1990	3430001.61566
Bridgeport-Stamford	United States of America	41.18	-73.19	1990	710001.901526
Buffalo	United States of America	42.89	-78.84	1990	960001.713749
Charlotte	United States of America	35.2	-80.83	1990	460001.90496
Chicago	United States of America	41.82	-87.64	1990	7370001.00784
Cincinnati	United States of America	39.14	-84.47	1990	1340001.61032
Cleveland	United States of America	41.39	-81.72	1990	1680001.94581
Columbus, Ohio	United States of America	40.04	-82.99	1990	950001.781693
Dallas-Fort Worth	United States of America	32.76	-96.66	1990	3220001.07876
Dayton	United States of America	39.75	-84.19	1990	620001.059486
Denver-Aurora	United States of America	39.57	-105.07	1990	1530001.23211
Detroit	United States of America	42.39	-83.07	1990	3700001.11877
El Paso	United States of America	31.77	-106.45	1990	570001.315638
Hartford	United States of America	41.76	-72.7	1990	780001.53245
Honolulu	United States of America	21.32	-157.86	1990	640001.489184
Houston	United States of America	29.77	-95.4	1990	2920001.22453
Indianapolis	United States of America	39.81	-86.13	1990	920001.914713
Jacksonville, Florida	United States of America	30.33	-81.65	1990	740001.073302
Kansas City	United States of America	38.99	-94.62	1990	1230001.77138
Las Vegas	United States of America	36.17	-115.13	1990	710001.866958
Los Angeles-Long Beach-Santa Ana	United States of America	34.0	-118.25	1990	10880001.9161
Louisville	United States of America	38.25	-85.76	1990	760001.976127
Memphis	United States of America	35.11	-90.0	1990	830001.439817
Miami	United States of America	25.83	-80.27	1990	3970001.42527
Milwaukee	United States of America	43.06	-87.99	1990	1230001.9103
Minneapolis-St. Paul	United States of America	44.92	-93.3	1990	2090001.32865
Nashville-Davidson	United States of America	36.14	-86.81	1990	580001.813521
New Orleans	United States of America	29.95	-90.09	1990	1040001.26868
New York-Newark	United States of America	40.7	-73.9	1990	16090001.6119
Oklahoma City	United States of America	35.48	-97.53	1990	710001.030319
Orlando	United States of America	28.54	-81.37	1990	890001.424542
Philadelphia	United States of America	39.92	-75.21	1990	4720001.14436
Phoenix-Mesa	United States of America	33.5	-112.11	1990	2020001.73762
Pittsburgh	United States of America	40.49	-79.99	1990	1680001.09249
Portland	United States of America	45.44	-122.64	1990	1180001.7969
Providence	United States of America	41.81	-71.42	1990	1050001.42235
Richmond	United States of America	37.56	-77.47	1990	700001.482887
Riverside-San Bernardino	United States of America	34.12	-117.29	1990	1180001.62437
Rochester	United States of America	43.21	-77.63	1990	620001.787957
Sacramento	United States of America	38.56	-121.42	1990	1100001.33383
Salt Lake City	United States of America	40.69	-111.89	1990	790001.597151
San Antonio	United States of America	29.42	-98.52	1990	1130001.39785
San Diego	United States of America	32.76	-117.12	1990	2360001.00023
San Francisco-Oakland	United States of America	37.79	-122.38	1990	2960001.70839
San Jose	United States of America	37.3	-121.84	1990	1380001.68945
Seattle	United States of America	47.58	-122.31	1990	2210001.27195
St. Louis	United States of America	38.63	-90.34	1990	1950001.40657
Tampa-St. Petersburg	United States of America	27.99	-82.59	1990	1720001.21594
Tucson	United States of America	32.22	-110.92	1990	580001.650979
Virginia Beach	United States of America	36.83	-76.08	1990	1290001.08639
Washington, D.C.	United States of America	38.89	-76.95	1990	3380001.94856
Ouagadougou	Burkina Faso	12.48	-1.67	1990	540001.734718
Montevideo	Uruguay	-34.92	-56.16	1990	1550001.33169
Tashkent	Uzbekistan	41.24	69.34	1990	2100001.36822
Barquisimeto	Venezuela (Bolivarian Republic of)	10.06	-69.33	1990	740001.941992
Caracas	Venezuela (Bolivarian Republic of)	10.49	-66.89	1990	2770001.79292
Maracaibo	Venezuela (Bolivarian Republic of)	10.64	-71.63	1990	1300001.18538
Maracay	Venezuela (Bolivarian Republic of)	10.24	-67.59	1990	760001.360647
Valencia	Venezuela (Bolivarian Republic of)	10.17	-68.0	1990	1050001.09641
Al-Hudaydah	Yemen	14.79	42.94	1990	210001.677517
Sana'a'	Yemen	15.36	44.2	1990	650001.501965
Ta'izz	Yemen	13.57	44.01	1990	230001.29431
Lusaka	Zambia	-15.42	28.17	1990	760001.706042
Sofia	Bulgaria	42.7	23.33	1995	1170001.71172
Mandalay	Myanmar	21.97	96.08	1995	720001.299619
Nay Pyi Taw	Myanmar	19.75	96.1	1995	1.74011715787
Yangon	Myanmar	16.87	96.12	1995	3210001.86302
Minsk	Belarus	53.89	27.57	1995	1650001.24283
Phnum Pénh	Cambodia	11.56	104.91	1995	840001.289512
El Djazaïr	Algeria	36.78	3.05	1995	2300001.12993
Wahran	Algeria	35.74	-0.52	1995	680001.587479
Douala	Cameroon	4.13	9.7	1995	1160001.60483
Yaoundé	Cameroon	3.86	11.51	1995	950001.000962
Calgary	Canada	51.03	-114.04	1995	810001.94628
Edmonton	Canada	53.55	-113.5	1995	860001.909533
Montréal	Canada	45.54	-73.65	1995	3300001.39852
Ottawa-Gatineau	Canada	45.37	-75.65	1995	990001.354006
Toronto	Canada	43.72	-79.41	1995	4200001.48344
Vancouver	Canada	49.27	-122.96	1995	1790001.328
N'Djaména	Chad	12.1	15.24	1995	580001.988456
Santiago	Chile	-33.43	-70.65	1995	4960001.99776
Valparaíso	Chile	-33.02	-71.55	1995	770001.845353
Anshan, Liaoning	China	41.11	122.97	1995	1500001.6943
Anshun	China	26.25	105.93	1995	710001.859691
Anyang	China	36.1	114.33	1995	690001.124
Baoding	China	38.85	115.48	1995	730001.387868
Baotou	China	40.65	109.8	1995	1430001.42364
Beijing	China	39.9	116.38	1995	8490001.19217
Bengbu	China	32.93	117.35	1995	750001.278702
Benxi	China	41.3	123.77	1995	960001.567763
Changchun	China	43.88	125.31	1995	2450001.61164
Changde	China	29.03	111.68	1995	1260001.21417
Changsha, Hunan	China	28.09	113.0	1995	1670001.31708
Changzhou, Jiangsu	China	31.78	119.97	1995	880001.231481
Chengdu	China	30.67	104.07	1995	3400001.25838
Chifeng	China	42.27	118.95	1995	1060001.37928
Chongqing	China	29.54	106.52	1995	4340001.91012
Dalian	China	39.03	121.59	1995	2660001.81832
Dandong	China	40.11	124.38	1995	720001.065645
Daqing	China	46.58	125.0	1995	1170001.51221
Datong, Shanxi	China	40.06	113.28	1995	1390001.42618
Dongguan, Guangdong	China	23.03	113.71	1995	2560001.85156
Foshan	China	23.03	113.71	1995	570001.580716
Fushun, Liaoning	China	41.85	123.9	1995	1410001.0248
Fuxin	China	42.01	121.65	1995	680001.725921
Fuyang	China	30.05	119.94	1995	380001.315835
Fuzhou, Fujian	China	26.07	119.3	1995	1710001.47799
Guangzhou, Guangdong	China	23.09	113.29	1995	5380001.36609
Guilin	China	25.27	110.29	1995	670001.221144
Guiyang	China	26.57	106.7	1995	2210001.73139
Haerbin	China	45.75	126.62	1995	3210001.72016
Handan	China	36.6	114.48	1995	1200001.08446
Hangzhou	China	30.25	120.16	1995	1890001.57354
Hefei	China	31.86	117.27	1995	1340001.17409
Hengyang	China	26.9	112.6	1995	780001.817803
Heze	China	35.23	115.43	1995	1240001.0194
Hohhot	China	40.81	111.64	1995	1140001.00018
Huai'an	China	33.5	119.13	1995	1150001.9584
Huaibei	China	34.15	116.65	1995	630001.945164
Huainan	China	32.61	116.98	1995	1290001.70879
Huzhou	China	30.86	120.1	1995	1080001.06824
Jiamusi	China	46.83	130.35	1995	750001.818427
Jiaozuo	China	35.24	113.22	1995	670001.792941
Jiaxing	China	30.76	120.75	1995	810001.553332
Jilin	China	43.85	126.56	1995	1600001.15073
Jinan, Shandong	China	36.65	116.96	1995	2510001.83364
Jining, Shandong	China	35.4	116.56	1995	950001.641661
Jinxi, Liaoning	China	41.11	122.05	1995	1600001.7256
Jinzhou	China	41.1	121.13	1995	800001.614361
Jixi, Heilongjiang	China	45.3	130.96	1995	870001.535991
Kaifeng	China	34.79	114.34	1995	740001.913781
Kaohsiung	China	22.6	120.28	1995	1420001.40554
Kunming	China	25.05	102.7	1995	2040001.80035
Langfang	China	39.51	116.7	1995	650001.758516
Lanzhou	China	36.11	103.59	1995	1830001.86837
Leshan	China	29.58	103.75	1995	1090001.2863
Lianyungang	China	41.26	119.16	1995	600001.865398
Liaoyang	China	41.26	123.17	1995	680001.622712
Linfen	China	36.08	111.51	1995	650001.610628
Linyi, Shandong	China	35.05	118.31	1995	1830001.57465
Liuan	China	31.73	116.46	1995	1460001.0404
Liupanshui	China	26.59	104.83	1995	900001.762553
Liuzhou	China	24.31	109.38	1995	950001.616191
Luoyang	China	34.67	112.36	1995	1330001.40829
Luzhou	China	28.88	105.43	1995	710001.316941
Mianyang, Sichuan	China	31.46	104.75	1995	1000001.9405
Mudanjiang	China	44.58	129.59	1995	870001.60531
Nanchang	China	28.67	115.88	1995	1520001.94199
Nanchong	China	28.68	115.88	1995	1030001.33622
Nanjing, Jiangsu	China	32.04	118.76	1995	3010001.52229
Nanning	China	22.83	108.29	1995	1420001.98766
Nantong	China	32.0	120.83	1995	600001.0899
Nanyang, Henan	China	33.0	112.53	1995	750001.085907
Neijiang	China	29.58	105.06	1995	1340001.57455
Ningbo	China	29.86	121.55	1995	1330001.66837
Pingdingshan, Henan	China	33.73	113.3	1995	950001.809069
Pingxiang, Jiangxi	China	27.63	113.85	1995	660001.954872
Qingdao	China	36.14	120.43	1995	2380001.80278
Qinhuangdao	China	39.93	119.6	1995	650001.203584
Qiqihaer	China	47.34	123.96	1995	1470001.20259
Quanzhou	China	24.91	118.58	1995	740001.946285
Shanghai	China	31.24	121.47	1995	10420001.0897
Shangqiu	China	34.41	115.63	1995	570001.634799
Shantou	China	23.36	116.7	1995	1050001.54777
Shaoxing	China	30.0	120.58	1995	430001.101451
Shenyang	China	41.8	123.38	1995	4630001.42051
Shenzhen	China	22.55	114.1	1995	2300001.92831
Shijiazhuang	China	38.07	114.55	1995	1630001.93823
Suining, Sichuan	China	30.51	105.56	1995	1300001.06342
Suzhou, Anhui	China	33.61	117.0	1995	620001.756173
Suzhou, Jiangsu	China	31.3	120.6	1995	1080001.60183
Taian, Shandong	China	36.16	117.11	1995	1470001.39226
Taichung	China	24.14	120.67	1995	840001.138788
Tainan	China	23.01	120.2	1995	700001.993066
Taipei	China	25.03	121.5	1995	2680001.87448
Taiyuan, Shanxi	China	37.89	112.55	1995	2270001.94901
Tangshan, Hebei	China	39.61	118.18	1995	1590001.39626
Tianjin	China	39.12	117.18	1995	6250001.74718
Tianmen	China	30.41	112.85	1995	1540001.93155
Tianshui	China	34.58	105.73	1995	1090001.157
Tongliao	China	43.61	122.26	1995	730001.314291
Ürümqi (Wulumqi)	China	43.78	87.58	1995	1420001.28758
Weifang	China	36.71	119.1	1995	1260001.53832
Wenzhou	China	27.99	120.65	1995	1060001.38233
Wuhan	China	30.57	114.27	1995	5050001.44356
Wuhu, Anhui	China	31.33	118.35	1995	620001.256593
Wuxi, Jiangsu	China	33.0	120.0	1995	1190001.06047
Xiamen	China	24.46	118.07	1995	1120001.37118
Xi'an, Shaanxi	China	34.26	108.9	1995	3270001.21113
Xiangfan, Hubei	China	30.4	114.88	1995	650001.367443
Xiantao	China	30.38	113.4	1995	1420001.34241
Xianyang, Shaanxi	China	34.35	108.71	1995	840001.667115
Xingyi, Guizhou	China	24.53	104.31	1995	650001.197093
Xining	China	36.64	101.76	1995	770001.646159
Xinxiang	China	35.3	113.86	1995	690001.094505
Xinyang	China	32.13	114.05	1995	570001.175542
Xinyu	China	27.79	114.92	1995	680001.049108
Xuanzhou	China	27.09	112.71	1995	800001.928733
Xuzhou	China	34.26	117.16	1995	1250001.59022
Yancheng, Jiangsu	China	33.38	120.11	1995	580001.373219
Yantai	China	37.45	121.44	1995	1190001.61662
Yibin	China	28.76	104.61	1995	740001.549503
Yichang	China	30.7	111.28	1995	590001.584213
Yichun, Heilongjiang	China	47.73	128.9	1995	850001.085348
Yichun, Jiangxi	China	27.8	114.38	1995	880001.37831
Yinchuan	China	38.46	106.26	1995	630001.805516
Yingkou	China	40.66	122.23	1995	630001.695199
Yiyang, Hunan	China	28.58	112.33	1995	1140001.50162
Yongzhou	China	26.21	111.61	1995	960001.098348
Yuci	China	37.68	112.73	1995	560001.086781
Yueyang	China	29.36	113.1	1995	1000001.81119
Yulin, Guangxi	China	22.63	110.15	1995	780001.125323
Zaozhuang	China	34.86	117.55	1995	1890001.44575
Zhangjiakou	China	40.81	114.88	1995	800001.798086
Zhanjiang	China	21.2	110.4	1995	1180001.50201
Zhaotong	China	27.31	103.71	1995	670001.949661
Zhengzhou	China	34.75	113.64	1995	2080001.65577
Zhenjiang, Jiangsu	China	32.2	119.41	1995	580001.632052
